Priority,What looks wrong,Detail,Date,Accident Type,City / Place,Killed,Injured,Headline,Link
MEDIUM,reports disagree on the casualty count,killed reported as 1/2/5; injured reported as 1/2/3,2026-08-27,roadway,Bijnor,2,1,"Bijnor News: Woman dies, husband and two children injured in road accident - Hindustan",https://news.google.com/rss/articles/CBMi2wFBVV95cUxQelRzSUpuYkdyZ2VuRF9CS0pXVW4tdnp5NVMzaTZGV0k0b0t1TzI2OHotVTA3Z2ZaRFI1TXpkaF9iWTZmR2RRcVJNbjFEYkZRd3k5a2piZWpYbWpuTy1YSVhQNzQxR2dhN0gyRDZILXV0dHQ4S0NEdVY0STljdWRGTXZoM3NvNG00OS1vdmpnc1B1ckl0UUk3c0hSX3dzOVhBZ2dTdVZEa1l6QTBEaWktSEhoZm53bFpTc3U0NWpOenFiVVllWmdlYlJRTTQ3dy1PSlA3T2FTSlZUWU3SAeABQVVfeXFMUGlIcElMUDBIS3Rzb0NTRFQ2djFFbGZMbEpMT01ZN0JmNmlGa2wyZE1YQkNMaU9DTTE5d0N5RVJsS3ZvMElLTUZDR1JvS0xnRGl5LWg0cjAzQ09BZ2hkV2JpX0NqTUczVElOVk9GR1A2dWhoQ1pxOEZHd2tMdTd6SGxDRXJESVJHT09JNjUzeExkS0ZHU2Vxb1R0T010RVdSQlBsdFFfNUFGSEVuaDVDSHhuYVBjbE1SM0R6TkJWZm4wQ3lWNDJtcE5wQVVyWGhhUmU0MV9IakVTRVhlaXdnYUI?oc=5
MEDIUM,unusually high death toll,147 vs 95th percentile 9,2026-08-27,roadway,Not identified,147,147,"548 Road Accidents on Mawa Expressway After Padma Bridge Launch: 147 Killed, 874 Injured - Amar Bikrampur",https://news.google.com/rss/articles/CBMiwgJBVV95cUxPV19zS0RBQzV4b0RhUFp2UjlUMnJxVVVOQ2d5aXVPUWNjQTN1OFNEajg1czVJX3NqNXhUT3RnTXB5OTktTkllaGFBTTJVWVN2SmtzaHpyMmpoMWxzcHRTMnpUQ3RoSXdTQkJXbDFKRlFxdkRLd0NmSExWMkpkbjc3aEtMOTBiQVJVNkJtd1RsS2tMakFITk5uNDlSNnRVTkhfaFdjMUctREJhV0ZQdF82RWhsS0xsUkRwcWJ0aEN2aUFndFgwVUh4U3RGOXJReFF4WGoyYlJLeV9fRTg0Wmdva2FVdWZmTGh3THdieFExaFZaMDZ2c3ViT2VqX2pOTWJBblNKODdWNmZlYVdqWVVBbm8tZjhWcW9yTjBCN0ljZXRvMkFfczNwMDlnU1liVDg2TUxmYUY2NS00dGNrTjRBbmln?oc=5
MEDIUM,no place identified despite a significant toll,,2026-08-27,roadway,Not identified,147,147,"548 Road Accidents on Mawa Expressway After Padma Bridge Launch: 147 Killed, 874 Injured - Amar Bikrampur",https://news.google.com/rss/articles/CBMiwgJBVV95cUxPV19zS0RBQzV4b0RhUFp2UjlUMnJxVVVOQ2d5aXVPUWNjQTN1OFNEajg1czVJX3NqNXhUT3RnTXB5OTktTkllaGFBTTJVWVN2SmtzaHpyMmpoMWxzcHRTMnpUQ3RoSXdTQkJXbDFKRlFxdkRLd0NmSExWMkpkbjc3aEtMOTBiQVJVNkJtd1RsS2tMakFITk5uNDlSNnRVTkhfaFdjMUctREJhV0ZQdF82RWhsS0xsUkRwcWJ0aEN2aUFndFgwVUh4U3RGOXJReFF4WGoyYlJLeV9fRTg0Wmdva2FVdWZmTGh3THdieFExaFZaMDZ2c3ViT2VqX2pOTWJBblNKODdWNmZlYVdqWVVBbm8tZjhWcW9yTjBCN0ljZXRvMkFfczNwMDlnU1liVDg2TUxmYUY2NS00dGNrTjRBbmln?oc=5
MEDIUM,reports disagree on the casualty count,injured reported as 1/2,2026-08-27,roadway,Bahraich,1,2,"Bahraich News: Woman dies after being hit by a vehicle, husband injured - Amar Ujala",https://news.google.com/rss/articles/CBMi4wFBVV95cUxNM1J0aTJNWkRtTnREYU5GdThSWjF4aVBnLUJxMlVJOG5vZDRIMHdkTWZuT3MwNnZzRzRUUVVlaV9mak5RdWRtQmRZQ05BeThOTEx6bm1Mei1hbjA5VFVDSlJVNVY0SmtFM3ZsTG9oWThQaWNpU09wRnRwcTJXbUZHN3hfSjFYVTFVakdGa0twd3Zxb3JxTTdGOFlPN3M1VTlwaXE0M3didUFBOXdQMExMZmhQZDlHUlpDcG5BaEM3b3l5Ri1yWGY5dC1kazd1T3JvY25zaWZSVHdnLUp3UElnNWN1QdIB6AFBVV95cUxQY1pBcTFOVmFJbWRpeDdwSFYtTWpZUFdtdXFLWnVxbzFuWlRGYWxoR19McmIzXzdISFQ2UjFuQlVkY3FoekF0dFM2aWZQS2JQYTNrY2hMTGY3TmlVUTFzN1E5VzdqMWo0UDhJZTVud21XeVJiNHNyVDNrN2R1b3JuaDR3UXd5aVZuMmcxQ1Rjbl95MlNjUVdjYVpfdzBReVhOSnoya0Q4cDZBbVVuY0ZtSHhobmJhUWY4VjVEWmpyRkRWWlBFRVI3ZkJSZGNnZmUzRUNFVXFZdHROSG9xS2tINmc4ODVfMFp4?oc=5
MEDIUM,no place identified despite a significant toll,,2026-08-28,roadway,Not identified,3,,"3 killed in collision between bike and scooter, went to take Raksha Bandhan goods -",https://www.punjabkesari.in/national/news/3-killed-in-collision-between-bike-and-scooter-2373810
MEDIUM,no place identified despite a significant toll,,2026-08-28,roadway,Not identified,4,,"Chaos over Raksha Bandhan; two roadways bus crashes at intervals of a few hours, four killed , several seriously",https://www.livehindustan.com/uttar-pradesh/tragedy-strikes-on-raksha-bandhan-two-roadways-bus-accidents-occur-within-a-span-of-a-few-hours-four-dead-many-critical-201787902097277.html
MEDIUM,reports disagree on the casualty count,killed reported as 1/2; injured reported as 15/16/21,2026-08-28,roadway,Bulandshahr,1,21,"9-year-old girl killed, 15 passengers injured in Bulandshahr bus-dumper collision, both drivers absconding - Dainik Bhaskar",https://news.google.com/rss/articles/CBMi2AFBVV95cUxNSWxIazFJeFJlMkVlWmZ5ZDZjWkdQMWYyMkpRWFRmTVpZNW12WVRrVmR0NTFGN2tKNHU3cHJZd3R5RW5uREFaY0pQeDhGOUVremIxQVZMcTJTcTdaREpXTlhPMU5haUZ4Ty1zeVZLSWw5WUFTWTluUk9OdjlQVjBBMzRhQnR4Q2Z0ZVlHeWZNTjFseXBycndKNkd4ZzdWSGg0aGN4SUhNeXhJdEJ6LUw0cDJVb3lUdjQtaXhNYWpES3VyR0J0aHNUOVgzT1NRQWoweDZqVF9YQzDSAd4BQVVfeXFMT0xXUTl2aGpjTWdfNTlTT0YxOUstY2FSQXpPY19ZT0Q2VlhLVW1DUUJvWWNVWlc4cHpPUmtnRFZTak85ZU8wbS1BeGRVeEVnS3FkRUk3R1QzN0lES1ZHQ2JidnlITEJ5SXM3aC05QmJPLU1HY25nRWJEV1NHXzR3RHFfbnBNVjhXbDhmVkxsVkNacHVoN1hxZE9MYkQ1XzBwRUN3NXFfTmFhT2pvazh5NjVEd0lVU0thNkFLWXM3aS0xTnE5ZmcxcXFLQlREU19BSUgxR0hESXdfUUNuUGFn?oc=5
MEDIUM,reports disagree on the casualty count,injured reported as 1/32,2026-08-28,roadway,Azamgarh,2,1,"Road accident on Purvanchal Expressway in Azamgarh: two people died, 32 injured are undergoing treatment, truck laden with animals... - Dainik Bhaskar",https://news.google.com/rss/articles/CBMi1wFBVV95cUxNS1pfREFjX2NvclFqd2xJd2VObmRjREdFLUl1ZmhDMnRpa1BEZTJTMW51dkQwMzVtcjJ4N0xFTEh5MVdBUWF6M3JORVo4Z243WXIzRDc4dXNEdlJnMXZlZDd1dks5T0NRczlCdXpaY0pPc2RvMnJTNTByamhDQkZYQWZpWTFiYkl6VU93NURQemhrTmRjRzE2d1lfV280Y281ZXJfaWMtZ3dLWk0tYXVKZ3d5YjdEbnV0QW56b0pMNlkxTnNBRGpsaU54YTNUSVVTanFMZlR3NNIB3AFBVV95cUxNMG1JRVZhcEI5dFN3RGdlUTZ4YkQyTzNSY3hZT0RBbXctaFZnbmFTTi1kT0JWWFlOdzZGTEhlNVFhUHluYkhlbG5SVndLODVEb1JudWFIQ0lHRmFxSHE3SlFaY1lmN3pvVnFqd2RqSnA1eFAxSkEydk5NYmY5WXdPUWhRUXJBal9KVXY4SU5XbnFDbVF0T2psQjF2U0trNlJZQVFBZS1vQnBwZ2N4VVFOeTNicEM4TWxWYnJHajhYZF9UTzRsR19mRzQ3M0p0czRoanpRSk9kR3hueXlv?oc=5
MEDIUM,no place identified despite a significant toll,,2026-08-28,old structure collapse,Not identified,4,,"Bus crashes into bridge's safety wall, four dead: Passengers fall as windows shatter; Dead bodies found on the road... - Divya Marathi",https://news.google.com/rss/articles/CBMiygFBVV95cUxOei1aeXV6UXhOMXp5RDUzZWczSkhRX0JCSmItMVBTdjFZWUdNV3BwclRDR3Z6THhXb043Yy1tMFI5Njc5cDlOUVRmZjhkNEY0RHVkY3pVaUhMeDFldGZUU0VpSExCVk9qQVFEZEFIeWtMNEhsTEZuR0lyeVQxV2V6dFJiX0Y4eGgwRlp3a01sNTBVSlFYTGpac1JnS2RmbG1mNjBGS2YzN2pvVDNxM1J1X1lrdmZhUzU0SnUxRm00S3dMbU5lX0FLY0Zn0gHPAUFVX3lxTE1lNTlFYzN4N3RPYnNPaUVLX1BEb3JwYS1wV1daUnEzV2JjcnROd2tEUWpob2p1LVVaT1ozeUQzS3c5Y1pQaXZoR0Y1S1AtQ0ZidmlIREJDWGNIMlhyaXNGVXduUEE2bzFxQ1lTTklIbmJUMHVrNmQ2RUtZQXpNeXRlZ0pTRkVJRWM0TUtWdHpVR3poVlU0SEdIdGdWT1lPS3FucmVnVjlPOGtUa1ZvWk81SkdBa1llQ0p1cmtQbnBtclEwOWNlOFlleWV4TnlIMA?oc=5
MEDIUM,no place identified despite a significant toll,,2026-08-28,old structure collapse,Not identified,5,,"Rajgarh: Bus collides on Bhopal bypass, passengers fall from 30 feet high bridge, four including Cyber ​​TI of Bengaluru die - Navbharat Times",https://news.google.com/rss/articles/CBMivwJBVV95cUxNLWJydjlHRFdNdWstTzlaUGdqTEN1ZEk0Y2hSbXVnMFRJTzl4alhsa005cEd1UnBaenNlVm1nLTdrYm9HRHdpUnk3VWFQYnN5ME82VlpNeHE4bnpvQ2VtQ2dLTFc0bHZ0bFU1TzZyZ2hlRkVRakFoX21UT3ZmeEJJM1lpTXJTMWV3THJNNmdSSHp4SExfOG9QeXVxbGZkNDNzTTAwRl9wOE16eWxHVWlnZVNEbFJBRldEeGZ3V1ZTSEQzSW9sNE04UG5kbVVyWko5bmtOVTQ3V0prS1h5Y1dCc3RzZ01jbWFYUDRKZUNyYzRsZ1d0MnNjQlN1TzQtQmFhUlVJcF9Ia3dhSll1a3VzbjhxTFYwSV9aYnhMcVduT0ZOVTJKb3JGY3ZheHE3X3VNMEN3Nm9jcS1CQUF3Vk9r0gHEAkFVX3lxTE5aRVV3SzBXSkZmYjRrcVU2eU9icHFWZ19tc1JyTHVhQjI2ckZvNTF3d2NfZVFwZk9Lb3YyXzJmaEFwdmVTb25EXzk2aGlFeXJmbllMV2VMSGNFVUVYRHdrZTdqUUFLZlc5UGJmbVF2VXBqOWxtdl9vWm1Rc1VDU29GcVNnbFluQjlvSzVJV2twRndxNHlUTlZrOXJiMmt0c2lyemZzV3JfZ3M2S2pWSTROU0VxV1c5T2hWUFBqV0JjTWZzRDFlWFlkRzRETW5qM29QMl9pdkFpMEFnWXZVTFVJVlNqUXdlUWh5TDlYZDNkYXU1RnNScnIyNU9xOTRLQlc5RzBEbXdSOFNsUEJ5RXRuVzJqMVpuXzhUWnpNaWI5MkktSVpiRnh1bmxPN0ZiYUlTODJoUUxYWlJmMXVINVpFWEx3Ug?oc=5
MEDIUM,reports disagree on the casualty count,killed reported as 4/5,2026-08-28,old structure collapse,Not identified,5,,"Rajgarh: Bus collides on Bhopal bypass, passengers fall from 30 feet high bridge, four including Cyber ​​TI of Bengaluru die - Navbharat Times",https://news.google.com/rss/articles/CBMivwJBVV95cUxNLWJydjlHRFdNdWstTzlaUGdqTEN1ZEk0Y2hSbXVnMFRJTzl4alhsa005cEd1UnBaenNlVm1nLTdrYm9HRHdpUnk3VWFQYnN5ME82VlpNeHE4bnpvQ2VtQ2dLTFc0bHZ0bFU1TzZyZ2hlRkVRakFoX21UT3ZmeEJJM1lpTXJTMWV3THJNNmdSSHp4SExfOG9QeXVxbGZkNDNzTTAwRl9wOE16eWxHVWlnZVNEbFJBRldEeGZ3V1ZTSEQzSW9sNE04UG5kbVVyWko5bmtOVTQ3V0prS1h5Y1dCc3RzZ01jbWFYUDRKZUNyYzRsZ1d0MnNjQlN1TzQtQmFhUlVJcF9Ia3dhSll1a3VzbjhxTFYwSV9aYnhMcVduT0ZOVTJKb3JGY3ZheHE3X3VNMEN3Nm9jcS1CQUF3Vk9r0gHEAkFVX3lxTE5aRVV3SzBXSkZmYjRrcVU2eU9icHFWZ19tc1JyTHVhQjI2ckZvNTF3d2NfZVFwZk9Lb3YyXzJmaEFwdmVTb25EXzk2aGlFeXJmbllMV2VMSGNFVUVYRHdrZTdqUUFLZlc5UGJmbVF2VXBqOWxtdl9vWm1Rc1VDU29GcVNnbFluQjlvSzVJV2twRndxNHlUTlZrOXJiMmt0c2lyemZzV3JfZ3M2S2pWSTROU0VxV1c5T2hWUFBqV0JjTWZzRDFlWFlkRzRETW5qM29QMl9pdkFpMEFnWXZVTFVJVlNqUXdlUWh5TDlYZDNkYXU1RnNScnIyNU9xOTRLQlc5RzBEbXdSOFNsUEJ5RXRuVzJqMVpuXzhUWnpNaWI5MkktSVpiRnh1bmxPN0ZiYUlTODJoUUxYWlJmMXVINVpFWEx3Ug?oc=5
MEDIUM,unusually high death toll,30 vs 95th percentile 9,2026-08-28,old structure collapse,Madhya Pradesh,30,,Fatal accident in Madhya Pradesh: A sleeper bus fell from the top of a 30 feet bridge... Cyber ​​crime inspector died! - V6 Velugu,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOQVQ2ZjR2WnNpMmY1aFFZYl9VbFk3ZUhxcDVTSVVIb3JjUlRWcUdycFJBQWF3NkZJVDNTODB3SFpZYUQzd2Y2SXNxck5qUC1Nd294bVhvSEp4cy00dEdrTVd0YzVRTkotWUp6alVRbUpPNVNjX2NWNk9PNTdKUXNENmxyRGNBcDVCNUw0RDlfbXNsTFo4bEFld3BueDVCN2RKTHdNVXdNUmI?oc=5
MEDIUM,no place identified despite a significant toll,,2026-08-28,train,Not identified,21,,A terrible train accident.. 21 people died.. - Sakshi,https://news.google.com/rss/articles/CBMihwFBVV95cUxPcUNpLXBrbU9HZjFOdmc0MWxMS0E5R24tWGx1b3lJdFplUUQ3RlZPdUN4YUlFYjYwQlJ5ai00ak9tTVhrYXUzQ1ZEVng3Z3Zfd0NXd1ExWnlPajN1QUpZNHNzRzkxc21YbHZKbW1RWDVVR2tlSG9LZllUQlRJR3NhZkU4cWQyMGs?oc=5
MEDIUM,no place identified despite a significant toll,,2026-08-28,train,Not identified,15,,Death toll rises to 15 in train accident - Sakshi,https://news.google.com/rss/articles/CBMijAFBVV95cUxNVlpIeFZYNjlNWnBtWDRFOTJqaTlkZTYyMTVQYURYdU0yZFp1VE1tNXM1RUhWc3FJTzB0MFlONFNVYzBBMTJ2aERXV2xvMnA4RGwtLTU3R3J5UjFYYnJyOW1XcnRnQ2RfSHFjYmZRRDlhNllUQnJTdGZKR0VrWEh0RDdqRXJPeVBHUHBveA?oc=5
MEDIUM,no place identified despite a significant toll,,2026-08-28,roadway,Not identified,13,2,"Rakshabandhan accident: Bike collides with truck, 13 killed, 2 injured - Prabhat Khabar",https://news.google.com/rss/articles/CBMiwwFBVV95cUxQRkx6NThtQ3JCcUlIOFdoUENNSm1KOU9DcGdXT2hVcU1oOGxnci1yamdDcnRuSlZOdE1oWHlYZXhNOXhlaG5qbmpOOHNESGE0N1lPck9sWk1iSldDYmN1NmdKMDV1V0hxX1R3blB5WDJxTld5d1RyMnY2R3VmY29waFl0bFY3QTJEaGEwaHk3X2tVbXlzQW1jd0dyaGRTQVk3LWJPVWlIYnladlQzWkhZTTZZMWJUMmNiZTN0NFNlYWwwR0HSAcgBQVVfeXFMTU5JakMyY2hSZW1ucWZoRWZoSXJPVlE2ZmtoNWdUdnlXV2Q1NHg4YlNhbWtUZm9HaENZUzJLX3VUT1BfRXE0c1BPcVRPajJlQmRQVm1OUG1CTXRLekg0TlJjZG1vZldKRVAtTmJ3Q1F4dXlBSWtZRVAxZHo2Vk1RbS0tYTVEOEp5WTVScmluNDhhRzR6aFF0dkFJeWdDRFoyb2xac1ppc0xzZ2lzSXJyelNYY1Z6WDdEaktQY19COGtncFotQ0RlRk0?oc=5
MEDIUM,reports disagree on the casualty count,killed reported as 1/2,2026-08-28,roadway,Sambhal,2,,"Bike collides with divider in Sambhal, youth dies: Had gone to call wife from in-laws' house on Rakshabandhan, left son and daughter behind - Dainik Bhaskar",https://news.google.com/rss/articles/CBMi1AFBVV95cUxQaGZ6RldWZWwwdS1iTHpScVpVaHNqcFRpWmhfNVQ0TDBYQTBPd0k0OGNnZE9nLTUyNF9hQ1NPTzNnSWZrSmpHY05NZ1JhaXp0NVN5X3pmQW1KRWIwNTg3QWl3MWNYU1BzVjZXbzh4LXN4UVloRGNROVpkb2hDVllzX21qb211VkY4MjdXYXNWeW1UT21YcEJRNW9OY29YM3ZDck5mRWxaZWZFTWFkM0VRTmNMOEtwbWpLX3A3ZFo2eHBrN3BERHRmSWdzRld4c3ZsbkdkVdIB2gFBVV95cUxPOWdHQW9MYkUxUG1Vcmp3Z0pITnhnTzRvUjY2S2FBa1IzNGZuSXdVcmxfSklpRFJRdEZGd3NpcUhZZUtNdFBsWU5QYkN2RE94Zk94MDB4SWJQR3BIUWRjeXhuQjNfbHpGdmlkb3EwZUtUT0dJV2JkOFlMQjNFS0Zzcnh4bTN0T2lpU2hmNWJ3NTVMY2NHSl9IckVYNThqaDZOS2pUZjZGWFJDVl9uZE81aUtvNExPR0FVamN3dERodUFGQ2p0Wm1HSGEyTG9jZHpXWE9SVlh1Q19IZw?oc=5
MEDIUM,no place identified despite a significant toll,,2026-08-28,roadway,Not identified,5,12,"Five killed, 12 injured after sleeper bus crashes into safety wall of bridge in MP's Rajgarh - Udayavani",https://news.google.com/rss/articles/CBMi0gFBVV95cUxPZGtoMzhkaFhNOXhhaDYyenRhOTFWNGlmOGtqTXdvYkwtWmRjYjRweHp2Z0dUWG5xckR5VU03WUZPdlA5NGx1TnB1RVM3R2xKZTRETmRZZ1VkcHBGY2gyazRURDQ5Q1N4M2tTeHVLWk9sMWFVWDJnZHRyNVFHYl9LNHVQa2tCRGZRN2pta3ZBUnFoUmlrNWkwSHhyR0FMMzA5cVlRcXdZSnlINDZwY2FYQWdYOGtTT19tVmtsb2t5R1R2RVZPSWJqY19raU9LMW42d0E?oc=5
MEDIUM,reports disagree on the casualty count,killed reported as 1/2; injured reported as 1/2/3,2026-08-28,roadway,Samastipur,2,1,Horrific road accident in Samastipur: Youth dies in collision between two bikes; Treatment of two seriously injured continues - Amar Ujala,https://news.google.com/rss/articles/CBMisgJBVV95cUxNQTBJd0xjTUFPSktTTlVGaUk2ZVBaY2dsaWhSajJ2UU90dkVGeElETEFPcURLZW0zU3g5NG1FY3ZRNHJjNW5fdEhYODdKdUdvdXVaTjdmY3FCUGpyaHpVTkpVMThKUzVwSDIydW5XWHBCR0Y4YUc1WDB2TlNxWmFTZk1MVG1aRnloZmMzam5GaXVEQWZFejM1X3FTXy1yVU5xZWpFMHpoQWEyV1BrUVJBTjR6U2ZkZ1FtdThOLWNiQ2N6ZFk5SmtRWF9RSXVFUi00Um5oZGY5ZkE2YUR2a2pTWEFCbHZPZUwyRzJjTExXU3VGLWNCZVludWt0WFBtNlpEX3dlQXhEbUJ5NUdwQWVCTzk1OTBrVVAyeGZabmwyQnRKM2VjUFlUV1ZhSk1FSXV1TGfSAbcCQVVfeXFMTW1XZlNFUmo0c19JVURudGlmYzNqOWtVekJiTGJQVmp4aTY1d0dnWDY4dlpnSXl1TlpOTy05dnpLSno4R0RySktEZUpxWm5vR21pNmp2TDFBeW9BOFJnT2JJVnBUd1VYR1FiUTdYY0xzR3pqbGdjNEVuMlJKTUFrSzQyWHdZQnFkMF9MZm5WNl9NYmJ0QXg3bndxX2dGWTNQWGhGWG80Rm12a3BBY3VuZk9QUURMSlBMZTBJbkZDTmdCckVUMk5ub29oNWNlUy12Z0VuU2pILXEwYVVvUTZiRUNzcGttMVduZ01aUVNpYjNtWGFPc0hpM0Rsdm9TRmplWnBiZ0k2RVVha2ZqRmc3VDJhWGswak1Pc1VHQ1JXc1BzQWpFY2haV2stckpTbHdfVWRXNDRsNHc?oc=5
MEDIUM,reports disagree on the casualty count,killed reported as 1/2,2026-08-28,roadway,Moradabad,1,,Woman and girl died in a road accident in Moradabad: Truck collided with two bikes on Kundarki-Dingarpur road... - Dainik Bhaskar,https://news.google.com/rss/articles/CBMi6gFBVV95cUxNenNMUVNtNjVoWnlpdFhobFBLbEhrczVGZWY2SzlndWVwanYzMG9UdTd4R0RWMkstQmR3ZHIyVTV0TklOV213LVU4RVJkMFlmT1lLdExYalVQWXBxQXdOTG1USFRwRnNvdHlVWldfMWRZNUpzYzVWeHdNSTZXaWJXZ1Z5eWh0cTJKbEVsc3J5NFI5Yi1vcHVPalBub2hjNGRseThmdC1GMHpUTDRZQmhKbVc4SXFmdkxxc3E2UXdIUko1Tk5ZaHhnYTU2SUV1bTJrREFhM2M4akNsaVpQMi0wMU9hUi1BM3lqb1HSAe8BQVVfeXFMUHItQkR4azc1dzN3SmVISElOS2phR3RHQm01LThuMXRVUzlEOHZLTXdVUDljNHF3VUR0T1k5SEhwM0RUamtScDN2SmtBdk0zU3hLX2s4cVlpbFZFUWhDOWRGZ1NidGpOd0NoVHc0SFhDRzMxUTFTZmxCVE9RU21zUUZvYm9FZ1dFVkRuYUEtS2htR3NOSjhaVlN5Z0lPV1luR1ZuaGxPSEptVHVsT2U1NWZoU2g2NjZZT21Jd1RhVFRVSk9KNXFrQ2FKc2tlUjZETHFPSWo5V2NYWXpLeVh1TjV3R3ptVFpqUlk0NUNsNlk?oc=5
MEDIUM,reports disagree on the casualty count,injured reported as 1/7,2026-08-28,roadway,Moradabad,1,1,Moradabad News: Woman injured in road accident dies during treatment - Amar Ujala,https://news.google.com/rss/articles/CBMi5wFBVV95cUxNYzlBczREdFd6d1EyN0VlOVJMc0xVUC0xeFllZ0J1SFlpTVRXZFRyYjdsdU5qeVgzR1E5ODlqenYxUzlnWHhPMjFJUW81akNZcWlKM1IxcXRheGpIUl80cDVsZnM0NjBMRXVxdE5HLVc3aXY5ODNBRkhpMWZNbzQ3bmhicFhrUlhjcjR5bFphTlBTOUd2cEh0MVMwbks5TFQ5cUJLeUtxdGJfVjR5TUFEMm5vclNDNzZnZTNLNjdzWGVvRHoxZUJ6QzZpWE9iX3BXUEVFb3lWaVFaUGhQaWpyYVdBYVczaVHSAewBQVVfeXFMTl9LRlhiTXduVTBWekVNZnpuRFFLQ0U0Slp5c3QxMjJqZXhjVUZXaE1rQ2g3Vjl4NEpEVWJXQlc4aWx4d19yUE9MazQyYWxHc0piV3IzR2NVdHR5dGJ3SkdBZDFla3pkSDVUbTdwRFpYUUZvRHRmTDVPWnBGcklDN2xhTmNDM2FLZld3RFNNZGphemtibEdLM25IdkZvZkdJM0w1bDFUeEFDYXZabDZoR3hXTWk3OEtPOGxybVRjcmFDUGxfNGxlZHMzRXdWbVExZi1ReWk0Rm9FbDVBSmQwbmcyOHNYWHZDUFpsTkI?oc=5
MEDIUM,no place identified despite a significant toll,,2026-08-28,roadway,Not identified,4,1,"Youth injured in road accident dies during treatment, report filed - Hindustan",https://news.google.com/rss/articles/CBMixAFBVV95cUxQQmdjTFBvaHZNXzYydmVndWtZYU1tTjVwZVRCTlJlXzRkM3I0blZTVlk5RG42U3ctT3Vja0VKMXVmWkNxcU1CaGFNUkI2V2tSdmdBc2dxMjJjYnFoRDFpUGtmdENmMC03b09xelVwZ0JWMGlxX3F2al9LdS1wTDVETG5PaDNDc0M5NG9lOVBwVlFTaU1oV2I0TzJRQ0djVzVuczVfWmlLSFFWZE0wWC1BcHlQaWRzb2NCZktES1o1dHVmdnlK0gHKAUFVX3lxTE5lbnRyNlp3ellnczEyaXhXaFZYREFhR3NVdk5BaHFrLXJ1NFVCWWtYSk1uZ042MVBWZmgtc3l3YVVwekFKM3dGVW5veVQzeHk5QTJGejU0SFlMQXNmc1MteEZ0WTBQeXp1MThCaWNHZk9xeVNMVVFHSl9JYXIyVlFRSjdGWklQY2NyTUtmVG9qbGF4TnpVay1EM3F6Z253OEZ1Zm45cUxmYTRBbm0tR0U2QS1jVjV1MkJaVHFWeXRiNm11UC12ZFAyWXc?oc=5
MEDIUM,reports disagree on the casualty count,injured reported as 1/2,2026-08-28,roadway,Bokaro,1,1,"Bokaro News: Bike rider one killed, two injured in Tiara road accident - Hindustan",https://news.google.com/rss/articles/CBMiwwFBVV95cUxOSFgwUndORTE3VHFmb21RRkY1MmZSaFd0QlN5WU11SzA3aG9NRUlhZXdMWHF1SWtscUhiX0lsQlZTZ3EyejZ2SEtYcXdKcTluejlaT2dveFk1dTJfdFhOQTdsTlpkMVZ0ZjhhVUozbkpmMWl1Q25CSFRaSjQwdkZqdDMyVExyNk9ROXgxMHdodHF6ZFF6TDQydHZmY05DNm5nNzhWQk1oaTJBSUFlN19rZFkxeW1QMUFZNVhIRE5FOW5oTmPSAcgBQVVfeXFMTk5IZDJjOWZfRkN3LUJGR3FiWXl3bnlXMTU1cDcxcjd0eEpwRkZ5ZG1BblpZNmxKeENVYUZmY2k4QXVuUTJieDctUkJwUFo3NHQ3MV80bDhMYkstNHJmcEZuem1TYTg2UUhESWI2cnZab1hYRnBBOEpLS0E2N2xuSmtxUWtnQmhoQ1dQYUNrOXVSRkNSNll5c0R3VmEwQ29HZ2E5MjJQZTM1bXBjUS01d2tKUWhpMFF1LVA3di1WaG5kSDJWQ1lGZjc?oc=5
MEDIUM,no place identified despite a significant toll,,2026-08-29,others,Not identified,10,,"Orgy of death on Raksha Bandhan; Somewhere brother and sister were killed, 10 lost their lives in accidents",https://www.livehindustan.com/bihar/tragedy-on-raksha-bandhan-in-bihar-10-brothers-and-sisters-died-in-various-incidents-201787969135076.html
MEDIUM,no place identified despite a significant toll,,2026-08-29,roadway,Not identified,3,,"Accident on Delhi-Mumbai Expressway: Pickup overturns after hitting divider, 3 youths from UP killed - ETV Bharat",https://news.google.com/rss/articles/CBMi2gFBVV95cUxNZ0EwVnVDUFV6Q0pIVUVlNVU0bWxBTm9XVUUyU3hIZWctVzUzbWlnRFQ1T0ljVmJEVndiY1AtQTQwTnFlY2NIQW9vV3k4Rm1iY0ZrWjBHaTBURlNRcmVmYl9mNnJObklzSzdIRlE3U203MElxMFJFdWk0ZnpwdjF6RTVPaml4RFI2WmFyQnotVU00WnRKc2ZyT2N0b3ZjeFZDR1lYX01qWGpyNktYanhoLXlkT2JEVnVQd0xnajVRdHhoaXU4TFNnWUc5RTk3Y25WMWRYdnVIc1ozUdIB3wFBVV95cUxOdHBDdGNHd2sxQWhqckoySm1Tc25ZYllWcmdCazhqdEdBQlRVX2hyXzRoTzI5RGVvSUVyeDZlOUFvbHpmVGUyVEI4dmlZdjJmeF9EVkFUZjgzaHdva1M5OWdvZjgzRzV1Z3g2N2tkdU1mV0hqWHVzejVjRlR2NnFDU3YyNDViQl9ybnF2cFJRWnVZZGQza0NqWlFWa3F5c01mSWVQc0V2c0ZVdV9UcjFwUXRQWTdBSTNHZng2Z3QyYTJxRHc5TVZKWi1lWlpYQjZWb0FjaVdxQU5CTVduR0JB?oc=5
